"C_RTEST"	"U_SRTST"	"RTYPE"	"RSEX"	"SRVALOW"	"SRVALUP"	"RLABID"	"D_RLABSR"	"D_RLABSP"	"RTEST"	"RAGEL"	"RAGEH"	"STUDY"
"980"	"0008"	"IU/l"	"B"	3	40	125	"US0450401"	2000-07-01	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"981"	"0008"	"IU/l"	"B"	1	41	130	"US0451001"	1999-01-01	2222-12-31	"ALKALINE PHOSPHATASE"	20	109	"RP56976V 327"
"982"	"0008"	"IU/l"	"B"	1	20	125	"US1001401"	2001-01-01	2003-01-01	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"983"	"0008"	"IU/l"	"B"	3	30	97	"US1328001"	2000-02-18	2000-07-30	"ALKALINE PHOSPHATASE"	18	109	"RP56976V 327"
"984"	"0008"	"IU/l"	"B"	3	50	136	"US1328001"	2001-04-04	2222-12-31	"ALKALINE PHOSPHATASE"	18	109	"RP56976V 327"
"985"	"0008"	"IU/l"	"B"	3	50	136	"US1328001"	2000-07-31	2001-04-03	"ALKALINE PHOSPHATASE"	18	109	"RP56976V 327"
"986"	"0008"	"IU/l"	"B"	3	30	97	"US1328001"	1995-10-01	2000-02-17	"ALKALINE PHOSPHATASE"	18	109	"RP56976V 327"
"987"	"0008"	"IU/l"	"B"	1	38	126	"US2005501"	2000-04-24	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"988"	"0008"	"IU/l"	"B"	3	40	120	"US2106201"	2000-05-15	2001-07-01	"ALKALINE PHOSPHATASE"	21	150	"RP56976V 327"
"989"	"0008"	"IU/l"	"B"	3	37	120	"US2106202"	NA	NA	"ALKALINE PHOSPHATASE"	NA	NA	"RP56976V 327"
"990"	"0008"	"IU/l"	"B"	1	30	120	"US2164201"	2000-10-03	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"991"	"0008"	"IU/l"	"B"	1	37	132	"US2164401"	1901-01-01	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"992"	"0008"	"IU/l"	"B"	1	50	136	"US2202201"	2001-05-07	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"993"	"0008"	"IU/l"	"B"	1	35	125	"US2202301"	2000-11-07	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"994"	"0008"	"IU/l"	"B"	1	30	125	"US2202302"	2001-04-03	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"995"	"0008"	"IU/l"	"B"	1	39	117	"US2202401"	2000-07-20	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"996"	"0008"	"IU/l"	"B"	1	25	160	"US2202402"	2000-07-24	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"997"	"0008"	"IU/l"	"B"	1	32	92	"US2202403"	2000-08-10	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"998"	"0008"	"IU/l"	"B"	1	42	121	"US2202404"	2000-08-16	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"999"	"0008"	"IU/l"	"B"	1	30	110	"US2202405"	2000-08-28	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1000"	"0008"	"IU/l"	"B"	1	23	103	"US2202406"	2000-09-07	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1001"	"0008"	"IU/l"	"B"	1	20	125	"US2202407"	2000-08-28	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1002"	"0008"	"IU/l"	"B"	1	32	92	"US2202408"	2000-08-23	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1003"	"0008"	"IU/l"	"B"	1	50	136	"US2202409"	2000-09-15	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1004"	"0008"	"IU/l"	"B"	1	52	145	"US2202410"	2000-10-05	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1005"	"0008"	"IU/l"	"B"	1	34	117	"US2202411"	2000-10-04	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1006"	"0008"	"IU/l"	"B"	1	50	136	"US2202413"	2000-09-22	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1007"	"0008"	"IU/l"	"B"	1	32	92	"US2202414"	2000-10-30	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1008"	"0008"	"IU/l"	"B"	1	50	136	"US2202415"	2000-09-22	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1009"	"0008"	"IU/l"	"B"	1	45	196	"US2202416"	2000-10-13	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1010"	"0008"	"IU/l"	"B"	1	30	130	"US2202417"	2000-10-23	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1011"	"0008"	"IU/l"	"B"	1	25	160	"US2202418"	2000-10-26	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1012"	"0008"	"IU/l"	"B"	1	39	117	"US2202419"	2000-11-10	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1013"	"0008"	"IU/l"	"B"	1	40	125	"US2202421"	2000-11-27	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1014"	"0008"	"IU/l"	"B"	1	23	120	"US2202422"	2000-11-14	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1015"	"0008"	"IU/l"	"B"	1	38	125	"US2202423"	2000-11-17	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1016"	"0008"	"IU/l"	"B"	1	23	120	"US2202424"	2000-12-12	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1017"	"0008"	"IU/l"	"B"	1	38	110	"US2202425"	2000-11-30	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1018"	"0008"	"IU/l"	"B"	1	50	136	"US2202426"	2000-10-17	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1019"	"0008"	"IU/l"	"B"	1	34	104	"US2202431"	2001-01-01	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1020"	"0008"	"IU/l"	"B"	1	29	139	"US2202431"	2000-12-08	2000-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1021"	"0008"	"IU/l"	"B"	1	50	160	"US2202435"	2001-02-06	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1022"	"0008"	"IU/l"	"B"	1	50	160	"US2202435"	2001-01-01	2001-02-05	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1023"	"0008"	"IU/l"	"B"	1	39	117	"US2202436"	2001-01-23	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1024"	"0008"	"IU/l"	"B"	1	38	126	"US2202437"	2001-02-28	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1025"	"0008"	"IU/l"	"B"	1	56	119	"US2202438"	2000-12-13	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1026"	"0008"	"IU/l"	"B"	1	45	122	"US2202439"	2001-01-26	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1027"	"0008"	"IU/l"	"B"	1	40	117	"US2202440"	2001-01-30	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1028"	"0008"	"IU/l"	"B"	1	20	130	"US2202441"	2001-02-08	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1029"	"0008"	"IU/l"	"B"	1	20	125	"US2202442"	2001-01-10	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1030"	"0008"	"IU/l"	"B"	1	50	136	"US2202443"	2001-03-08	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1031"	"0008"	"IU/l"	"B"	1	20	125	"US2202445"	2001-04-05	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1032"	"0008"	"IU/l"	"B"	1	39	117	"US2202446"	2001-10-22	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1033"	"0008"	"IU/l"	"B"	1	30	103	"US2202447"	2001-02-01	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1034"	"0008"	"IU/l"	"B"	1	41	133	"US2202448"	2001-03-02	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1035"	"0008"	"IU/l"	"B"	1	20	130	"US2202449"	2001-01-31	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1036"	"0008"	"IU/l"	"B"	1	50	160	"US2202450"	2001-02-27	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1037"	"0008"	"IU/l"	"B"	1	50	136	"US2202451"	2001-02-23	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1038"	"0008"	"IU/l"	"B"	1	20	125	"US2202452"	2001-03-05	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1039"	"0008"	"IU/l"	"B"	1	38	126	"US2202453"	2001-03-12	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1040"	"0008"	"IU/l"	"B"	1	50	136	"US2202454"	2001-03-29	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1041"	"0008"	"IU/l"	"B"	1	50	136	"US2202455"	2001-03-12	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1042"	"0008"	"IU/l"	"B"	1	20	150	"US2202457"	2001-08-08	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1043"	"0008"	"IU/l"	"B"	1	20	145	"US2202458"	2001-09-05	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1044"	"0008"	"IU/l"	"B"	1	20	125	"US2202459"	2001-04-06	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1045"	"0008"	"IU/l"	"B"	1	50	136	"US2202460"	2001-06-22	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1046"	"0008"	"IU/l"	"B"	1	50	136	"US2202461"	2001-11-30	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1047"	"0008"	"IU/l"	"B"	1	40	120	"US2202462"	2001-06-04	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1048"	"0008"	"IU/l"	"B"	1	34	104	"US2202463"	2001-08-09	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1049"	"0008"	"IU/l"	"B"	1	22	121	"US2202464"	2001-03-19	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1050"	"0008"	"IU/l"	"B"	1	50	136	"US2202465"	2001-08-13	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1051"	"0008"	"IU/l"	"B"	1	50	152	"US2202466"	2001-08-06	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1052"	"0008"	"IU/l"	"B"	1	43	122	"US2202467"	2001-08-09	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1053"	"0008"	"IU/l"	"B"	1	32	92	"US2202469"	2001-11-05	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1054"	"0008"	"IU/l"	"B"	1	38	110	"US2202470"	2001-04-10	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1055"	"0008"	"IU/l"	"B"	1	20	125	"US2202472"	2001-09-25	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1056"	"0008"	"IU/l"	"B"	1	30	120	"US2202473"	2001-09-20	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1057"	"0008"	"IU/l"	"B"	1	33	123	"US2202474"	2001-11-01	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1058"	"0008"	"IU/l"	"B"	1	38	126	"US2202475"	2002-04-21	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1059"	"0008"	"IU/l"	"B"	1	39	117	"US2202476"	2001-10-03	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1060"	"0008"	"IU/l"	"B"	1	40	115	"US2202477"	2001-09-14	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1061"	"0008"	"IU/l"	"B"	1	50	136	"US2202478"	2001-09-28	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1062"	"0008"	"IU/l"	"B"	1	50	136	"US2202479"	2001-11-16	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1063"	"0008"	"IU/l"	"B"	1	50	136	"US2202481"	2001-11-28	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1064"	"0008"	"IU/l"	"B"	1	32	92	"US2202482"	2001-11-26	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1065"	"0008"	"IU/l"	"B"	1	25	160	"US2202483"	2001-11-27	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1066"	"0008"	"IU/l"	"B"	1	25	150	"US2202484"	2002-02-19	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1067"	"0008"	"IU/l"	"B"	1	53	128	"US2202485"	2002-02-25	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1068"	"0008"	"IU/l"	"B"	1	30	140	"US2202486"	2002-04-23	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1069"	"0008"	"IU/l"	"B"	1	53	128	"US2202487"	2002-04-19	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1070"	"0008"	"IU/l"	"B"	1	50	136	"US2202488"	2002-03-13	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1071"	"0008"	"IU/l"	"B"	1	42	121	"US2202489"	2002-04-03	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1072"	"0008"	"IU/l"	"B"	1	50	136	"US2202490"	2002-08-05	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1073"	"0008"	"IU/l"	"B"	1	38	126	"US2202491"	2000-07-11	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1074"	"0008"	"IU/l"	"B"	1	38	126	"US2202492"	2002-12-04	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1075"	"0008"	"IU/l"	"B"	3	39	117	"ZA0004401"	2001-03-22	2222-12-31	"ALKALINE PHOSPHATASE"	18	109	"RP56976V 327"
"1076"	"0008"	"IU/l"	"B"	3	35	125	"ZA0004402"	2000-02-16	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1077"	"0008"	"IU/l"	"B"	3	30	110	"ZA0004403"	1901-01-01	2222-12-31	"ALKALINE PHOSPHATASE"	18	109	"RP56976V 327"
"1078"	"0008"	"IU/l"	"B"	1	30	120	"ZA0005001"	2000-11-24	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1079"	"0008"	"IU/l"	"B"	1	39	117	"ZA0005901"	2000-06-10	2222-12-31	"ALKALINE PHOSPHATASE"	0	109	"RP56976V 327"
"1080"	"0009"	"IU/l"	"B"	1	12	45	"AR0001401"	2000-08-03	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1081"	"0009"	"IU/l"	"B"	1	3	37	"AR0001402"	2000-06-29	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1082"	"0009"	"IU/l"	"B"	1	10	50	"AR0001403"	2000-08-08	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1083"	"0009"	"IU/l"	"B"	1	10	38	"AR0001404"	2001-07-14	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1084"	"0009"	"IU/l"	"B"	3	0	42	"AR2193901"	2000-07-07	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1085"	"0009"	"IU/l"	"B"	1	3	38	"AR2193902"	2000-07-05	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1086"	"0009"	"IU/l"	"B"	1	0	37	"AR2193903"	2001-12-08	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1087"	"0009"	"IU/l"	"B"	1	0	37	"AR2193904"	2001-10-10	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1088"	"0009"	"IU/l"	"B"	3	12	46	"AR2193905"	2002-02-06	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1089"	"0009"	"IU/l"	"B"	3	10	38	"AR2196401"	1997-01-02	2222-12-31	"SGOT"	20	109	"RP56976V 327"
"1090"	"0009"	"IU/l"	"B"	1	2	18	"AT2195701"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1091"	"0009"	"IU/l"	"B"	1	0	18	"AT2195801"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1092"	"0009"	"IU/l"	"B"	1	1	18	"AT2196301"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1093"	"0009"	"IU/l"	"B"	1	0	18	"AT2196701"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1094"	"0009"	"IU/l"	"B"	1	1	18	"AT4747301"	1901-01-01	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1095"	"0009"	"IU/l"	"B"	3	30	50	"AU0002101"	2000-06-14	2001-08-19	"SGOT"	0	109	"RP56976V 327"
"1096"	"0009"	"IU/l"	"B"	3	12	45	"AU0002101"	2001-08-20	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1097"	"0009"	"IU/l"	"B"	3	0	40	"AU0002114"	2001-08-30	2222-12-31	"SGOT"	3	120	"RP56976V 327"
"1098"	"0009"	"IU/l"	"B"	3	0	50	"AU0002118"	2001-11-29	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1099"	"0009"	"IU/l"	"B"	1	13	33	"AU1038811"	2001-03-15	2222-12-31	"SGOT"	17	109	"RP56976V 327"
"1100"	"0009"	"IU/l"	"B"	1	0	65	"AU1038812"	2001-05-24	2222-12-31	"SGOT"	17	109	"RP56976V 327"
"1101"	"0009"	"IU/l"	"B"	3	0	30	"AU1385507"	2001-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1102"	"0009"	"IU/l"	"B"	3	0	40	"AU1385514"	2000-11-14	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1103"	"0009"	"IU/l"	"B"	1	10	42	"AU1385522"	2001-08-01	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1104"	"0009"	"IU/l"	"B"	3	5	55	"AU2196502"	2000-06-13	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1105"	"0009"	"IU/l"	"B"	3	5	55	"AU2196508"	2000-04-19	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1106"	"0009"	"IU/l"	"B"	3	0	38	"AU2196510"	1999-04-28	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1107"	"0009"	"IU/l"	"B"	1	0	40	"AU2196513"	2001-06-08	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1108"	"0009"	"IU/l"	"B"	3	0	40	"AU2196514"	2002-01-02	2222-12-31	"SGOT"	3	120	"RP56976V 327"
"1109"	"0009"	"IU/l"	"B"	1	0	50	"AU2196603"	1999-11-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1110"	"0009"	"IU/l"	"B"	1	7	33	"AU2196604"	1998-01-02	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1111"	"0009"	"IU/l"	"B"	3	0	40	"AU2196605"	1999-06-25	2222-12-31	"SGOT"	3	109	"RP56976V 327"
"1112"	"0009"	"IU/l"	"B"	3	10	45	"AU2196619"	2002-04-23	NA	"SGOT"	18	109	"RP56976V 327"
"1113"	"0009"	"IU/l"	"B"	3	0	50	"AU2213206"	1999-04-19	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1114"	"0009"	"IU/l"	"B"	3	0	40	"AU2238905"	2001-05-03	2222-12-31	"SGOT"	3	109	"RP56976V 327"
"1115"	"0009"	"IU/l"	"B"	3	0	43	"AU2238909"	2001-05-01	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1116"	"0009"	"IU/l"	"B"	1	13	33	"AU2238915"	2002-01-21	2222-12-31	"SGOT"	16	109	"RP56976V 327"
"1117"	"0009"	"IU/l"	"B"	3	0	40	"AU2238916"	1901-01-01	2222-12-31	"SGOT"	16	109	"RP56976V 327"
"1118"	"0009"	"IU/l"	"B"	3	17	59	"AU2238917"	2002-03-27	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1119"	"0009"	"IU/l"	"B"	3	5	37	"BE0006401"	2000-06-27	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1120"	"0009"	"IU/l"	"B"	3	0	30	"BE0024801"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1121"	"0009"	"IU/l"	"B"	3	7	38	"BE0024802"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1122"	"0009"	"IU/l"	"B"	3	6	33	"BE1382801"	2000-01-06	2000-12-31	"SGOT"	1	120	"RP56976V 327"
"1123"	"0009"	"IU/l"	"B"	3	6	33	"BE1382801"	2001-01-01	2222-12-31	"SGOT"	1	120	"RP56976V 327"
"1124"	"0009"	"IU/l"	"B"	3	1	25	"BE1382802"	2001-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1125"	"0009"	"IU/l"	"B"	3	13	42	"BE1382803"	1901-01-01	2222-12-31	"SGOT"	1	120	"RP56976V 327"
"1126"	"0009"	"IU/l"	"B"	1	13	42	"BE1382804"	1901-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1127"	"0009"	"IU/l"	"B"	3	0	36	"BE1382805"	2001-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1128"	"0009"	"IU/l"	"B"	1	10	38	"BE1382806"	2002-04-03	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1129"	"0009"	"IU/l"	"B"	3	5	17	"BE2053401"	2001-01-01	2222-12-31	"SGOT"	18	120	"RP56976V 327"
"1130"	"0009"	"IU/l"	"B"	3	5	23	"BE2053401"	2000-01-01	2000-12-31	"SGOT"	18	120	"RP56976V 327"
"1131"	"0009"	"IU/l"	"B"	3	14	42	"BR0002001"	2001-07-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1132"	"0009"	"IU/l"	"B"	3	0	37	"BR1840501"	2000-11-22	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1133"	"0009"	"IU/l"	"B"	1	10	35	"BR2195901"	2001-01-25	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1134"	"0009"	"IU/l"	"B"	1	10	50	"BR2195902"	2001-06-20	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1135"	"0009"	"IU/l"	"B"	1	0	38	"BR2195904"	2001-01-18	2001-01-18	"SGOT"	0	109	"RP56976V 327"
"1136"	"0009"	"IU/l"	"B"	1	5	55	"CA0004501"	2000-10-11	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1137"	"0009"	"IU/l"	"B"	1	8	40	"CA0004701"	2001-12-03	2222-12-31	"SGOT"	11	150	"RP56976V 327"
"1138"	"0009"	"IU/l"	"B"	1	8	40	"CA0004701"	2000-08-17	2001-12-02	"SGOT"	11	150	"RP56976V 327"
"1139"	"0009"	"IU/l"	"B"	3	0	40	"CA0004901"	2001-11-14	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1140"	"0009"	"IU/l"	"B"	3	0	40	"CA0004901"	2000-06-26	2001-11-13	"SGOT"	18	109	"RP56976V 327"
"1141"	"0009"	"IU/l"	"B"	3	0	40	"CA0004902"	2001-04-17	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1142"	"0009"	"IU/l"	"B"	3	10	36	"CA0006401"	1998-01-01	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1143"	"0009"	"IU/l"	"B"	3	10	40	"CA0006402"	2001-07-31	2222-12-31	"SGOT"	11	150	"RP56976V 327"
"1144"	"0009"	"IU/l"	"B"	3	0	40	"CA1219401"	1999-10-14	2222-12-31	"SGOT"	5	109	"RP56976V 327"
"1145"	"0009"	"IU/l"	"B"	3	4	40	"CA1818401"	1996-04-29	2001-10-18	"SGOT"	18	109	"RP56976V 327"
"1146"	"0009"	"IU/l"	"B"	3	16	40	"CA1818401"	2001-10-19	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1147"	"0009"	"IU/l"	"B"	3	5	40	"CA1818402"	2001-01-23	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1148"	"0009"	"IU/l"	"B"	3	5	55	"CA1818403"	2001-01-22	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1149"	"0009"	"IU/l"	"B"	3	10	47	"CA1818404"	2001-05-07	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1150"	"0009"	"IU/l"	"B"	3	0	38	"CA1818405"	2001-05-07	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1151"	"0009"	"IU/l"	"B"	3	15	40	"CA1818406"	2001-07-03	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1152"	"0009"	"IU/l"	"B"	3	10	42	"CA1818407"	2001-08-21	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1153"	"0009"	"IU/l"	"B"	3	10	40	"CA1818409"	1999-08-03	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1154"	"0009"	"IU/l"	"B"	1	10	42	"CA2139101"	1999-01-01	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1155"	"0009"	"IU/l"	"B"	1	11	35	"CA2139102"	2000-12-20	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1156"	"0009"	"IU/l"	"B"	1	10	42	"CA2139103"	2001-06-01	2222-12-31	"SGOT"	18	109	"RP56976V 327"
"1157"	"0009"	"IU/l"	"B"	1	6	38	"CA2139104"	2000-04-18	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1158"	"0009"	"IU/l"	"B"	1	0	50	"CA2191501"	1999-04-22	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1159"	"0009"	"IU/l"	"B"	3	14	59	"CA2191502"	2001-02-02	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1160"	"0009"	"IU/l"	"B"	1	1	40	"CA2191503"	2002-04-19	2222-12-31	"SGOT"	0	109	"RP56976V 327"
"1161"	"0009"	"IU/l"	"B"	3	10	38	"CA2191601"	2002-05-07	2002-11-30	"SGOT"	0	109	"RP56976V 327"
"1162"	"0009"	"IU/l"	"B"	3	19	38	"CA2191601"	1998-11-01	2002-05-06	"SGOT"	0	109	"RP56976V 327"
"1163"	"0009"	"IU/l"	"B"	3	0	36	"CA2191602"	1998-10-01	2003-10-31	"SGOT"	0	109	"RP56976V 327"
