"name"	"N"	"type"	"selectedFit"	"g"	"d"	"phi"
"363"	"1360"	8	"included"	"dx"	NA	0.0255555123596732	NA
"364"	"136006002"	6	"included"	"gd"	0.00511645383517491	0.0438692171771699	NA
"365"	"136006103"	6	"included"	"dx"	NA	0.00969484832784436	NA
"366"	"136006302"	23	"included"	"gdphi"	0.00205621883065846	0.00328243069421273	0.864895634170823
"367"	"136006303"	9	"included"	"dx"	NA	0.00146811490719051	NA
"368"	"136006401"	11	"included"	"gd"	0.000916065511767144	0.0364812941942688	NA
"369"	"136006402"	5	"excluded"	"not fit"	NA	NA	NA
"370"	"136006702"	4	"included"	"gx"	0.00689159876146302	NA	NA
"371"	"136006901"	18	"included"	"gd"	0.00137789029943742	0.0027418932823555	NA
"372"	"1361"	3	"excluded"	"not fit"	NA	NA	NA
"373"	"1363"	10	"included"	"gd"	0.000462371841524419	0.0269645134807459	NA
"374"	"1364"	12	"included"	"dx"	NA	0.0116115788160142	NA
"375"	"1365"	12	"included"	"gdphi"	0.000158780428332436	0.0119872433459408	0.999980816973582
"376"	"1366"	22	"included"	"dx"	NA	0.0320810202459639	NA
"377"	"1367"	5	"excluded"	"not fit"	NA	NA	NA
"378"	"1368"	3	"included"	"gx"	0.0250679180513663	NA	NA
"379"	"1369"	8	"included"	"gx"	0.0045989172490025	NA	NA
"380"	"137"	7	"included"	"gd"	0.00182880779099722	0.0313797029697951	NA
"381"	"1370"	5	"included"	"gd"	0.0115648066942049	0.0118307429682214	NA
"382"	"1371"	8	"included"	"gx"	0.00954252267072411	NA	NA
"383"	"1372"	5	"included"	"gx"	0.0103715712163711	NA	NA
"384"	"1373"	16	"included"	"gd"	0.000276541189632453	0.0211712094919994	NA
"385"	"1374"	15	"included"	"gd"	0.000724123809534995	0.0059384269869716	NA
"386"	"1375"	10	"included"	"gd"	0.000194066391249771	0.063538843440071	NA
"387"	"1377"	11	"included"	"gd"	0.000815247965808659	0.0168390551249423	NA
"388"	"1378"	5	"included"	"gx"	0.032512300406274	NA	NA
"389"	"1379"	8	"included"	"gdphi"	0.00504159966639671	0.0503091988862457	0.633946827536205
"390"	"138"	5	"included"	"dx"	NA	0.037978070969784	NA
"391"	"1380"	4	"excluded"	"not fit"	NA	NA	NA
"392"	"1381"	15	"included"	"dx"	NA	0.00471952958306312	NA
"393"	"1382"	3	"included"	"dx"	NA	0.0126418033581056	NA
"394"	"1383"	9	"included"	"dx"	NA	0.0097793200032169	NA
"395"	"1384"	11	"included"	"gd"	0.000871213072522249	0.0251777699692686	NA
"396"	"1385"	5	"excluded"	"not fit"	NA	NA	NA
"397"	"1386"	5	"included"	"gd"	0.00641303584385832	0.0150344141416856	NA
"398"	"1387"	15	"excluded"	"not fit"	NA	NA	NA
"399"	"1388"	3	"included"	"gd"	0.0105417300554563	0.0184091136050797	NA
"400"	"1389"	29	"included"	"gdphi"	0.000819767354996944	0.0314414475972715	0.96477775361175
"401"	"139"	3	"included"	"dx"	NA	0.0370945965175579	NA
"402"	"1390"	5	"included"	"gd"	0.000638372437745549	0.0291647878706775	NA
"403"	"1391"	8	"included"	"gd"	0.0011232835872789	0.0165436543471249	NA
"404"	"1392"	7	"included"	"gd"	0.00116985618554448	0.0127920949545022	NA
"405"	"1393"	12	"included"	"dx"	NA	0.0178411285651411	NA
"406"	"1394"	6	"included"	"gd"	0.00323686560127544	0.0100488163990436	NA
"407"	"1395"	5	"excluded"	"not fit"	NA	NA	NA
"408"	"1396"	10	"included"	"dx"	NA	0.0128275154687506	NA
"409"	"1397"	10	"included"	"dx"	NA	0.0156926727384689	NA
"410"	"1398"	10	"included"	"gd"	0.00302033340199816	0.0241850641139932	NA
"411"	"1399"	3	"excluded"	"not fit"	NA	NA	NA
"412"	"1400"	11	"included"	"gd"	0.000276052776990237	0.0383516236039029	NA
"413"	"1401"	4	"included"	"dx"	NA	0.0723765173608569	NA
"414"	"1403"	11	"included"	"dx"	NA	0.0341988024639495	NA
"415"	"1404"	14	"included"	"gx"	0.00330484430021161	NA	NA
"416"	"1405"	2	"excluded"	"not fit"	NA	NA	NA
"417"	"1406"	6	"included"	"dx"	NA	0.0814608090645039	NA
"418"	"1407"	13	"included"	"gdphi"	0.00075773527420236	0.0528478325911925	0.964167760368442
"419"	"1408"	10	"included"	"dx"	NA	0.0118538186567337	NA
"420"	"1409"	20	"included"	"gd"	0.00014575561286053	0.043773830242137	NA
"421"	"141"	9	"included"	"gdphi"	0.00151643833464264	0.00913010985983789	0.998200824842976
"422"	"1410"	6	"included"	"dx"	NA	0.0164075160290324	NA
"423"	"1411"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"424"	"1412"	5	"included"	"dx"	NA	0.0202334251693374	NA
"425"	"1413"	17	"included"	"dx"	NA	0.000796307393565341	NA
"426"	"1414"	5	"excluded"	"not fit"	NA	NA	NA
"427"	"1415"	13	"included"	"gd"	0.00130211955095674	0.0246803642859584	NA
"428"	"1416"	15	"included"	"gdphi"	0.000748757167972924	0.0149959047519337	0.998384499495717
"429"	"1417"	12	"included"	"gd"	7.0812766915109e-05	0.027672667197382	NA
"430"	"1418"	8	"included"	"gd"	0.00310958058997959	0.0258551598417085	NA
"431"	"1419"	4	"included"	"dx"	NA	0.0266636249933542	NA
"432"	"142"	9	"included"	"gd"	0.00463883048843039	0.0182456316027676	NA
"433"	"1421"	5	"included"	"dx"	NA	0.0703400734368951	NA
"434"	"1422"	4	"included"	"dx"	NA	0.00937757355975202	NA
"435"	"1423"	14	"included"	"gd"	0.000206399922792595	0.0292490017940189	NA
"436"	"1425"	8	"included"	"gd"	0.00154877443067608	0.0176792984151765	NA
"437"	"1426"	20	"included"	"dx"	NA	0.0116164609355855	NA
"438"	"1427"	9	"included"	"gd"	0.000508350800149162	0.0100571532297092	NA
"439"	"1429"	9	"included"	"gd"	0.00205687544941788	0.0244486676485994	NA
"440"	"143"	9	"included"	"gd"	0.00147577555645721	0.0491547238056661	NA
"441"	"1430"	12	"included"	"gdphi"	0.00117168152506149	0.0225904969350621	0.992488424902363
"442"	"1433"	7	"included"	"dx"	NA	0.00952870053943396	NA
"443"	"1434"	6	"included"	"gd"	0.00708624142699131	0.00869085233547793	NA
"444"	"1435"	3	"included"	"dx"	NA	0.0165824209486386	NA
"445"	"1436"	4	"excluded"	"not fit"	NA	NA	NA
"446"	"1437"	5	"included"	"gd"	0.00556329952212317	0.0309430393834527	NA
"447"	"1438"	9	"included"	"gd"	0.00196446051900708	0.0109545560575895	NA
"448"	"1439"	11	"included"	"gd"	0.000569172505380338	0.0133937051831393	NA
"449"	"144"	8	"included"	"gd"	0.00171203173842887	0.0263225696135541	NA
"450"	"1440"	17	"included"	"gd"	0.000228058797238224	0.0327501347840563	NA
"451"	"1441"	17	"included"	"dx"	NA	0.00796635233057266	NA
"452"	"1442"	7	"excluded"	"not fit"	NA	NA	NA
"453"	"1443"	15	"included"	"gdphi"	0.00012135786303065	0.00716213588631242	0.999993040865319
"454"	"1445"	14	"included"	"gd"	0.00026179467958816	0.0221830284626398	NA
"455"	"1446"	6	"included"	"dx"	NA	0.0417843850397145	NA
"456"	"1448"	9	"included"	"dx"	NA	0.0047903290021444	NA
"457"	"1449"	13	"included"	"dx"	NA	0.000870636248735475	NA
"458"	"145"	9	"included"	"gd"	0.00314074852161445	0.00799579203587084	NA
"459"	"1451"	8	"included"	"dx"	NA	0.0132773498559965	NA
"460"	"1452"	5	"included"	"gx"	0.00856472918582914	NA	NA
"461"	"1454"	3	"included"	"gx"	0.024162672928738	NA	NA
"462"	"1455"	14	"included"	"dx"	NA	0.0146871579947279	NA
"463"	"1456"	6	"included"	"gdphi"	0.00795008198159406	0.0226731111226649	0.861557180901517
"464"	"1457"	6	"excluded"	"not fit"	NA	NA	NA
"465"	"1458"	14	"included"	"gdphi"	0.00191498604226587	0.00492326758463757	0.984813648660225
"466"	"1459"	10	"included"	"dx"	NA	0.00778119680553811	NA
"467"	"146"	4	"included"	"dx"	NA	0.00312957472112028	NA
"468"	"1460"	5	"included"	"dx"	NA	0.0555810532235014	NA
"469"	"146006002"	4	"included"	"gx"	0.0109273596067069	NA	NA
"470"	"146006102"	8	"included"	"gd"	0.000419339618824011	0.0360452116755135	NA
"471"	"146006501"	16	"included"	"gd"	0.00104557307434708	0.0127309540647424	NA
"472"	"1461"	12	"included"	"gd"	0.000854764498145095	0.0232550551398233	NA
"473"	"1462"	6	"included"	"gdphi"	0.0031984032330535	0.095387173365897	0.99505408878844
"474"	"1463"	2	"included"	"gx"	0.0161487113060012	NA	NA
"475"	"1464"	12	"included"	"gdphi"	0.000166985659511902	0.0854857485198468	0.999980573873964
"476"	"1465"	14	"included"	"dx"	NA	0.0176580439734398	NA
"477"	"1466"	13	"included"	"dx"	NA	0.028920145976188	NA
"478"	"1467"	16	"included"	"gd"	0.000131411384900812	0.0421802555464172	NA
"479"	"1469"	7	"included"	"dx"	NA	0.0637529266949813	NA
"480"	"147"	3	"included"	"dx"	NA	0.0135503591369062	NA
"481"	"1470"	5	"included"	"gd"	0.00356512593902591	0.019691479269728	NA
"482"	"1471"	21	"included"	"dx"	NA	0.00863336867261788	NA
"483"	"1472"	9	"included"	"gx"	0.00409411909376882	NA	NA
"484"	"1473"	11	"included"	"gd"	0.00109582878130629	0.013854152515768	NA
"485"	"1474"	9	"included"	"gd"	0.00140842636222884	0.0369849855540998	NA
"486"	"1475"	10	"included"	"dx"	NA	0.0312144229292048	NA
"487"	"1476"	9	"included"	"gx"	0.00174558568693492	NA	NA
"488"	"1477"	4	"included"	"dx"	NA	0.0108078249215709	NA
"489"	"1479"	7	"included"	"gx"	0.0021357287917682	NA	NA
"490"	"148"	8	"included"	"dx"	NA	0.00521276489098224	NA
"491"	"1480"	8	"included"	"gd"	0.00393850674958955	0.0174700886610337	NA
"492"	"1481"	13	"included"	"gd"	0.000793562802967397	0.0321160095502018	NA
"493"	"1482"	14	"included"	"gd"	0.00212914088409292	0.00624924067730648	NA
"494"	"1483"	10	"included"	"dx"	NA	0.00596417594903159	NA
"495"	"1484"	3	"included"	"gx"	0.00523630402408135	NA	NA
"496"	"1485"	4	"included"	"dx"	NA	0.0227502284870071	NA
"497"	"1486"	14	"included"	"gdphi"	0.000227677647904524	0.00676636059258378	0.999945992788968
"498"	"1487"	6	"excluded"	"not fit"	NA	NA	NA
"499"	"1488"	10	"included"	"dx"	NA	0.00653142147763896	NA
"500"	"1489"	8	"included"	"dx"	NA	0.0116854945538206	NA
"501"	"149"	10	"included"	"dx"	NA	0.0106815136010159	NA
"502"	"1490"	12	"excluded"	"not fit"	NA	NA	NA
"503"	"1491"	16	"included"	"gd"	0.000818201894651872	0.0107475608401412	NA
"504"	"1492"	9	"excluded"	"not fit"	NA	NA	NA
"505"	"1493"	11	"included"	"dx"	NA	0.00705131278991287	NA
"506"	"1496"	5	"included"	"dx"	NA	0.00584329576145251	NA
"507"	"1497"	9	"included"	"gd"	0.0074692505078287	0.0152149034672222	NA
"508"	"1498"	6	"included"	"gdphi"	0.000834626080194514	0.00832491300452197	0.999888916003509
"509"	"1499"	6	"included"	"gdphi"	0.00581133986236825	0.0105246172272382	0.969981931714133
"510"	"15"	10	"included"	"dx"	NA	0.0170369014971627	NA
"511"	"150"	6	"included"	"gx"	0.00222810835713631	NA	NA
"512"	"1500"	12	"included"	"gdphi"	0.0014923915883618	0.0686279334939996	0.995181430828658
"513"	"1501"	12	"included"	"gdphi"	0.00140852199824487	0.0064646479535142	0.994221390470822
"514"	"1502"	15	"excluded"	"not fit"	NA	NA	NA
"515"	"1503"	7	"excluded"	"not fit"	NA	NA	NA
"516"	"1505"	8	"included"	"gd"	0.000986268097671542	0.0101815363861155	NA
"517"	"1506"	9	"excluded"	"not fit"	NA	NA	NA
"518"	"1507"	4	"included"	"gd"	0.0065073526295685	0.0436417488668373	NA
"519"	"1508"	4	"included"	"gd"	0.0114371767445418	0.0158357542005552	NA
"520"	"1509"	4	"included"	"gx"	0.00328564643407599	NA	NA
"521"	"151"	7	"included"	"gd"	0.000830102592202305	0.0543155267942308	NA
"522"	"1510"	15	"included"	"gx"	0.00238592844414894	NA	NA
"523"	"1511"	20	"included"	"gdphi"	0.000931276819923461	0.0147937322630236	0.995932887765724
"524"	"1512"	4	"included"	"dx"	NA	0.006152197567478	NA
"525"	"1513"	4	"included"	"dx"	NA	0.0331193693218561	NA
"526"	"1514"	8	"included"	"gdphi"	0.000891169346833693	0.021945152969209	0.999254983843567
"527"	"1515"	12	"excluded"	"not fit"	NA	NA	NA
"528"	"1516"	8	"excluded"	"not fit"	NA	NA	NA
"529"	"1518"	13	"included"	"gd"	0.000617692448211712	0.0515144469084461	NA
"530"	"1519"	10	"excluded"	"not fit"	NA	NA	NA
"531"	"152"	10	"included"	"dx"	NA	0.0240766995925443	NA
"532"	"1520"	3	"included"	"gd"	0.0114223600357748	0.0185471782506154	NA
"533"	"1521"	7	"included"	"dx"	NA	0.0485722225570809	NA
"534"	"1522"	17	"included"	"gd"	0.000203753807184925	0.0137025015681245	NA
"535"	"1523"	10	"included"	"gd"	0.000560057346401033	0.0190557832068006	NA
"536"	"1524"	12	"excluded"	"not fit"	NA	NA	NA
"537"	"1526"	9	"included"	"dx"	NA	0.0384147628592185	NA
"538"	"153"	9	"included"	"gd"	0.000787797026093466	0.0169457594069569	NA
"539"	"154"	8	"included"	"gd"	0.00240798437357579	0.0227538256110138	NA
"540"	"155"	4	"included"	"gd"	0.00367624800376145	0.0404855015757041	NA
"541"	"156"	3	"included"	"gd"	0.00654479600314005	0.0167619981328235	NA
"542"	"156006401"	25	"included"	"gd"	0.000251817933802903	0.00669783919011955	NA
"543"	"156006601"	20	"included"	"gd"	0.00100901636883632	0.00695346939461428	NA
"544"	"157"	4	"included"	"gx"	0.00498475354541455	NA	NA
"545"	"158"	10	"included"	"gd"	0.000557029881169627	0.0295209445096392	NA
"546"	"16"	9	"included"	"gd"	0.000608954042149304	0.0215429326905591	NA
"547"	"160"	7	"included"	"dx"	NA	0.0126683922229583	NA
"548"	"160007401"	7	"included"	"gdphi"	0.00227897941510787	0.0103745337656228	0.997640594754407
"549"	"160007601"	11	"included"	"gd"	0.00209821869588565	0.0153695321729837	NA
"550"	"161"	6	"included"	"gdphi"	0.0039934730237807	0.0229833207358855	0.955274572689581
"551"	"162"	5	"excluded"	"not fit"	NA	NA	NA
"552"	"163"	4	"included"	"gd"	0.00562464448254038	0.036776577546631	NA
"553"	"164"	5	"included"	"dx"	NA	0.0219400424926861	NA
"554"	"165"	5	"included"	"gd"	0.00287487354100933	0.029792933411129	NA
"555"	"166"	9	"included"	"dx"	NA	0.00489333716844749	NA
"556"	"168"	9	"included"	"gd"	0.000649184542474761	0.0191754101401402	NA
"557"	"169"	6	"included"	"gd"	0.00109515650467471	0.0538652612178173	NA
"558"	"17"	7	"included"	"dx"	NA	0.00610766680256675	NA
"559"	"170"	6	"included"	"gd"	0.00324936159608603	0.025320135016823	NA
"560"	"171"	2	"included"	"gx"	0.0890205891325627	NA	NA
"561"	"172"	6	"included"	"gd"	0.0062194956684186	0.0086375466656353	NA
"562"	"173"	10	"included"	"dx"	NA	0.0740537733148606	NA
"563"	"174"	4	"included"	"dx"	NA	0.00456269466864118	NA
"564"	"175"	2	"included"	"dx"	NA	0.0204056740262284	NA
"565"	"177"	4	"included"	"gx"	0.00338475111366475	NA	NA
"566"	"178"	3	"included"	"gd"	0.00739545967860942	0.0252895708386819	NA
"567"	"179"	8	"excluded"	"not fit"	NA	NA	NA
"568"	"18"	8	"excluded"	"not fit"	NA	NA	NA
"569"	"180"	9	"included"	"dx"	NA	0.00201635093317642	NA
"570"	"181"	10	"excluded"	"not fit"	NA	NA	NA
"571"	"182"	7	"included"	"gd"	0.00494488090723171	0.0161409445362125	NA
"572"	"183"	2	"included"	"gx"	0.0551765813017511	NA	NA
"573"	"184"	6	"included"	"dx"	NA	0.00350587440558724	NA
"574"	"185"	5	"included"	"dx"	NA	0.00742964934143515	NA
"575"	"186"	9	"included"	"dx"	NA	0.0126101142961055	NA
"576"	"188"	3	"included"	"gx"	0.016284108724504	NA	NA
"577"	"189"	3	"included"	"dx"	NA	0.0343199458386109	NA
"578"	"19"	10	"included"	"gd"	0.000317002425128237	0.0408858959848265	NA
"579"	"190"	10	"included"	"gx"	0.00253284971026749	NA	NA
"580"	"190007401"	7	"included"	"gd"	0.002317134482979	0.0277730946088103	NA
"581"	"190007601"	5	"included"	"dx"	NA	0.0149707412681642	NA
"582"	"191"	7	"included"	"dx"	NA	0.0111167093453405	NA
"583"	"192"	7	"included"	"dx"	NA	0.0432569876389725	NA
"584"	"193"	8	"included"	"dx"	NA	0.0345298530096828	NA
"585"	"194"	2	"included"	"dx"	NA	0.0117343114587231	NA
"586"	"195"	3	"included"	"gd"	0.00912117961548771	0.0377755646075581	NA
"587"	"196"	10	"included"	"dx"	NA	0.00573013978356846	NA
"588"	"197"	10	"included"	"gd"	0.00072884235774108	0.0178199083037115	NA
"589"	"198"	8	"included"	"dx"	NA	0.00814246040289155	NA
"590"	"199"	8	"included"	"dx"	NA	0.0057213528320001	NA
"591"	"2"	7	"included"	"dx"	NA	0.015835641289821	NA
"592"	"20"	8	"included"	"gd"	0.00105795326273607	0.0360099594815036	NA
"593"	"200"	6	"included"	"dx"	NA	0.00169251993777298	NA
"594"	"201"	4	"excluded"	"not fit"	NA	NA	NA
"595"	"202"	6	"included"	"dx"	NA	0.0144247099773763	NA
"596"	"203"	4	"included"	"gd"	0.00332240307906622	0.0191647309546981	NA
"597"	"204"	9	"included"	"dx"	NA	0.00903642657603856	NA
"598"	"204101102"	6	"included"	"gd"	0.000840633713119105	0.0412743327975718	NA
"599"	"204101401"	9	"included"	"dx"	NA	0.0170516269558689	NA
"600"	"204101901"	8	"included"	"gd"	0.00316082154840436	0.0135599429427509	NA
"601"	"205"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"602"	"206"	10	"included"	"dx"	NA	0.10186085384356	NA
"603"	"206108002"	10	"included"	"gd"	0.00117229896563601	0.0211031200865942	NA
"604"	"206108302"	15	"included"	"gd"	0.000569237708315784	0.0194385458992988	NA
"605"	"206108401"	9	"included"	"gx"	0.00330559095083527	NA	NA
"606"	"206108601"	4	"included"	"gd"	0.00247385078342086	0.0328486491310861	NA
"607"	"206108801"	10	"included"	"gd"	0.00139926897377867	0.0386590105614751	NA
"608"	"206108901"	8	"included"	"gd"	0.000729085925640565	0.0413710280255958	NA
"609"	"207"	10	"excluded"	"not fit"	NA	NA	NA
"610"	"208"	10	"included"	"gd"	0.000573152002383802	0.039375233980652	NA
"611"	"209"	4	"excluded"	"not fit"	NA	NA	NA
"612"	"21"	7	"included"	"gd"	0.00398361145972774	0.0204438496029096	NA
"613"	"210"	5	"included"	"dx"	NA	0.00556027288831922	NA
"614"	"212"	9	"included"	"dx"	NA	0.00225390635652084	NA
"615"	"213"	7	"included"	"gd"	0.000633463961226026	0.0324811682400017	NA
"616"	"214"	5	"included"	"gd"	0.00920616260289909	0.0382538726753465	NA
"617"	"215"	3	"included"	"dx"	NA	0.0133043499774366	NA
"618"	"216"	8	"included"	"gdphi"	0.00445365769308702	0.0205400033310198	0.884680408799142
"619"	"217"	10	"included"	"gx"	0.00429110000520895	NA	NA
"620"	"218"	9	"included"	"gd"	0.000726685866185821	0.0742480712299263	NA
"621"	"219"	9	"included"	"gd"	0.00100483562536144	0.0100830924992243	NA
"622"	"22"	10	"included"	"dx"	NA	0.00452168156351916	NA
"623"	"220"	4	"included"	"gd"	0.00863053540868468	0.0269729408803104	NA
"624"	"221"	6	"included"	"dx"	NA	0.0789119755961098	NA
"625"	"222"	4	"included"	"gx"	0.00378985839664427	NA	NA
"626"	"223"	10	"included"	"dx"	NA	0.00799342137878509	NA
"627"	"224"	10	"included"	"gd"	0.00111940290741603	0.0174157732878598	NA
"628"	"224101302"	8	"included"	"dx"	NA	0.0145817733865717	NA
"629"	"224101501"	12	"included"	"gd"	0.00037042625172395	0.0206268057044813	NA
"630"	"224101701"	10	"included"	"dx"	NA	0.00970524174020424	NA
"631"	"224101901"	6	"included"	"gd"	0.00161613094440503	0.0311901286465131	NA
"632"	"225"	10	"included"	"gd"	0.00148887800221375	0.0144117105249822	NA
"633"	"226"	10	"included"	"dx"	NA	0.0158297960241011	NA
"634"	"227"	3	"included"	"gd"	0.0130693340157942	0.0193622945970236	NA
"635"	"228"	3	"included"	"gx"	0.00159286819181412	NA	NA
"636"	"229"	10	"included"	"dx"	NA	0.00749181778389895	NA
"637"	"23"	5	"included"	"gd"	0.00583584375603358	0.0105576203603875	NA
"638"	"230"	10	"included"	"gd"	0.0042910004002584	0.018374201206802	NA
"639"	"230006501"	7	"excluded"	"not fit"	NA	NA	NA
"640"	"231"	10	"included"	"dx"	NA	0.00752961424412804	NA
"641"	"232"	10	"included"	"gd"	0.00047056736706638	0.0442518027218641	NA
"642"	"233"	8	"included"	"gx"	0.00582454460500606	NA	NA
"643"	"234"	7	"excluded"	"not fit"	NA	NA	NA
"644"	"234007102"	7	"included"	"gd"	0.000627589239434161	0.0422460096733984	NA
"645"	"234007501"	12	"excluded"	"not fit"	NA	NA	NA
"646"	"234007701"	9	"included"	"gd"	0.00237308115828488	0.0161171035743261	NA
"647"	"234007801"	10	"included"	"gd"	0.000844498932700442	0.0264451723420886	NA
"648"	"235"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"649"	"236"	5	"included"	"dx"	NA	0.00374719120676531	NA
"650"	"236008002"	4	"included"	"gd"	0.0042797615361236	0.0342953624296672	NA
"651"	"236008401"	10	"included"	"gd"	0.00122317033778915	0.0169566497684924	NA
"652"	"236008402"	10	"included"	"dx"	NA	0.0293977655933265	NA
"653"	"236008702"	10	"included"	"dx"	NA	0.00929312528828462	NA
"654"	"236008802"	2	"included"	"dx"	NA	0.0121758359066109	NA
"655"	"237"	6	"included"	"dx"	NA	0.00662899316603762	NA
"656"	"238"	3	"included"	"dx"	NA	0.0198288665647264	NA
"657"	"24"	9	"included"	"gdphi"	0.00141437044298464	0.0218109263116346	0.991908036166355
"658"	"240006401"	10	"included"	"dx"	NA	0.0592340210264563	NA
"659"	"240006601"	25	"included"	"gd"	0.000118821756902122	0.0231100417951609	NA
"660"	"240006801"	12	"included"	"gdphi"	0.00486742151154127	0.0614880192421746	0.627295006252467
"661"	"241"	4	"included"	"dx"	NA	0.00202919152799968	NA
"662"	"242"	2	"excluded"	"not fit"	NA	NA	NA
"663"	"243"	9	"included"	"gdphi"	0.00118733483550509	0.0877169189804261	0.493639149462843
"664"	"244"	8	"included"	"gd"	0.00617251521960303	0.0131492985545228	NA
"665"	"244007401"	8	"included"	"gd"	0.000341008182212714	0.0314223047957767	NA
"666"	"244007501"	14	"included"	"dx"	NA	0.00869230144932965	NA
"667"	"245"	8	"included"	"dx"	NA	0.0042599843778594	NA
"668"	"246"	7	"included"	"gdphi"	0.0035104931141647	0.0655473954064353	0.634173592552653
"669"	"246008002"	7	"included"	"gd"	0.000540107684990263	0.0532708092230154	NA
"670"	"246008402"	4	"included"	"gx"	0.0152387560283081	NA	NA
"671"	"246008501"	7	"included"	"dx"	NA	0.0155895742406051	NA
"672"	"246008502"	3	"excluded"	"not fit"	NA	NA	NA
"673"	"246008901"	10	"included"	"gd"	0.000394771248355121	0.0598926609365542	NA
"674"	"247"	7	"included"	"gd"	0.000887339173426256	0.0263720490530208	NA
"675"	"248005401"	9	"included"	"dx"	NA	0.00349091021261815	NA
"676"	"248005801"	9	"included"	"dx"	NA	0.00769311048547701	NA
"677"	"248005901"	10	"included"	"dx"	NA	0.0104871468177325	NA
"678"	"25"	7	"included"	"gd"	0.000776991313437299	0.019087710409347	NA
"679"	"250"	9	"included"	"gd"	0.00169771166112934	0.0197485112822405	NA
"680"	"250006501"	14	"included"	"gdphi"	0.00186175015175527	0.012047899987288	0.94164024697034
"681"	"250006701"	11	"included"	"gd"	0.00530225171235457	0.0193512390945899	NA
"682"	"250006901"	12	"included"	"gd"	0.000436576018852822	0.0110637590828077	NA
"683"	"251"	4	"included"	"gd"	0.0058544424333982	0.0382120428603352	NA
"684"	"252"	6	"included"	"gd"	0.00425860722924006	0.0128256715524539	NA
"685"	"253"	10	"included"	"gx"	0.00211096466214893	NA	NA
"686"	"254"	10	"included"	"gd"	0.00120864701711359	0.0257514958060614	NA
"687"	"254001801"	4	"included"	"dx"	NA	0.0425700831585654	NA
"688"	"254007202"	13	"included"	"gd"	0.000597024251092948	0.0159744702663423	NA
"689"	"254007501"	8	"included"	"gd"	0.00219794550144556	0.0217956518864961	NA
"690"	"254007601"	5	"included"	"gd"	0.00262738131249792	0.0508852793638627	NA
"691"	"254007701"	10	"included"	"dx"	NA	0.0996346826390244	NA
"692"	"255"	9	"included"	"gd"	0.000857484056822705	0.026148871558761	NA
"693"	"256"	5	"included"	"dx"	NA	0.00512821228582783	NA
"694"	"256008002"	16	"included"	"gd"	0.000325804175770651	0.011547271057749	NA
"695"	"256008401"	6	"excluded"	"not fit"	NA	NA	NA
"696"	"256008601"	3	"excluded"	"not fit"	NA	NA	NA
"697"	"257"	10	"included"	"gx"	0.0014933120387365	NA	NA
"698"	"258"	4	"included"	"gd"	0.00861441169577586	0.020093268857732	NA
"699"	"258005401"	4	"excluded"	"not fit"	NA	NA	NA
"700"	"258005501"	19	"included"	"gdphi"	0.000788241802218549	0.00428336467631394	0.99647043031942
"701"	"258005601"	8	"included"	"dx"	NA	0.0422610635839431	NA
"702"	"258005701"	9	"included"	"dx"	NA	0.00646722862863833	NA
"703"	"258005901"	7	"included"	"dx"	NA	0.0146270076047181	NA
"704"	"259"	4	"included"	"gd"	0.00655897090012969	0.0856141432564604	NA
"705"	"26"	5	"included"	"gd"	0.00103191844205531	0.0270142807281164	NA
"706"	"260"	9	"included"	"dx"	NA	0.00459689871519437	NA
"707"	"260006501"	5	"included"	"gd"	0.00306863527003262	0.0220552758844025	NA
"708"	"261"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"709"	"262"	5	"included"	"gx"	0.0182529909782524	NA	NA
"710"	"263"	3	"included"	"dx"	NA	0.0218029202305797	NA
"711"	"264"	8	"included"	"gx"	0.00679567527357731	NA	NA
"712"	"264001002"	15	"included"	"gx"	0.00133506240103116	NA	NA
"713"	"264001202"	11	"included"	"gd"	0.00103733126488372	0.0183052971273939	NA
"714"	"264001501"	12	"included"	"gd"	0.000750472360224375	0.0223741397342549	NA
"715"	"264001502"	13	"included"	"gd"	0.000884662670044099	0.011973830954832	NA
"716"	"264001601"	9	"included"	"dx"	NA	0.082203594687649	NA
"717"	"264001801"	8	"included"	"gdphi"	0.0029489070467856	0.0189516656126626	0.986041534109114
"718"	"264001802"	7	"included"	"dx"	NA	0.00387301524307551	NA
"719"	"265"	10	"excluded"	"not fit"	NA	NA	NA
"720"	"266"	10	"included"	"dx"	NA	0.00793797063020763	NA
"721"	"266008401"	14	"included"	"gdphi"	0.00164242577142941	0.00847665353351446	0.987782225726177
"722"	"266008501"	7	"included"	"gx"	0.0024129419614288	NA	NA
"723"	"267"	10	"included"	"dx"	NA	0.0505079350566063	NA
"724"	"268"	10	"included"	"gd"	0.000752295760188829	0.019614175263377	NA
"725"	"268005401"	38	"included"	"dx"	NA	0.00639619583255105	NA
"726"	"268005801"	18	"included"	"gd"	0.000251527465857317	0.0107095554484288	NA
"727"	"269"	2	"included"	"gx"	0.0435653044044775	NA	NA
"728"	"27"	5	"included"	"dx"	NA	0.0108816412501477	NA
"729"	"270"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"730"	"270006002"	38	"included"	"gdphi"	0.000520696349302027	0.0372523732976803	0.978395779218347
"731"	"270006102"	12	"included"	"gd"	0.00240135147002046	0.0125567782777293	NA
