"name"	"N"	"type"	"selectedFit"	"g"	"d"	"phi"
"732"	"270006202"	11	"included"	"gx"	0.00308715390794437	NA	NA
"733"	"270006601"	24	"included"	"gdphi"	1.33107292671477e-05	0.00827905567974772	0.999999874160898
"734"	"270006801"	17	"included"	"dx"	NA	0.00197185398949989	NA
"735"	"271"	9	"included"	"gd"	0.00207299008672772	0.0148305482139411	NA
"736"	"272"	2	"included"	"dx"	NA	0.0191489211684596	NA
"737"	"273"	9	"included"	"gd"	0.000265542177617325	0.0412551542463481	NA
"738"	"274"	8	"included"	"dx"	NA	0.00223352011095128	NA
"739"	"274001202"	12	"included"	"gd"	0.000302508777015461	0.0273907478983193	NA
"740"	"274001401"	4	"included"	"dx"	NA	0.00349027356429772	NA
"741"	"274001601"	12	"included"	"dx"	NA	0.00905460955838711	NA
"742"	"274001901"	12	"included"	"gd"	0.000600302798192441	0.00806247278201187	NA
"743"	"274007401"	11	"included"	"dx"	NA	0.0343206041502911	NA
"744"	"274007901"	14	"included"	"gdphi"	0.000414429901196577	0.0164513169778284	0.99976954885346
"745"	"275"	2	"included"	"gx"	0.00412792495683335	NA	NA
"746"	"276"	6	"included"	"gx"	0.00442329501136492	NA	NA
"747"	"276008601"	10	"included"	"gd"	0.000728230900852887	0.0129251841905674	NA
"748"	"278005401"	13	"included"	"gdphi"	0.00127562846177305	0.0522201576529606	0.766092348972326
"749"	"278005501"	14	"included"	"dx"	NA	0.0042225490730197	NA
"750"	"279"	6	"included"	"gx"	0.0390655710828113	NA	NA
"751"	"28"	6	"included"	"dx"	NA	0.034994965502853	NA
"752"	"280"	5	"included"	"dx"	NA	0.0520910296743132	NA
"753"	"281"	5	"included"	"dx"	NA	0.0166300143065677	NA
"754"	"282"	10	"excluded"	"not fit"	NA	NA	NA
"755"	"283"	9	"included"	"gx"	0.00327840280958755	NA	NA
"756"	"284"	4	"included"	"gd"	0.0026472268216928	0.0294875986227674	NA
"757"	"284007002"	10	"excluded"	"not fit"	NA	NA	NA
"758"	"284007801"	5	"included"	"gd"	0.00597233343492187	0.0282574036331517	NA
"759"	"284007901"	8	"included"	"dx"	NA	0.0118707302899574	NA
"760"	"285"	7	"included"	"gd"	0.00231627653439403	0.0253675669404546	NA
"761"	"286"	4	"included"	"gd"	0.00865562785160764	0.035710707785325	NA
"762"	"286008002"	9	"included"	"gd"	0.00125420489767663	0.0153212185049638	NA
"763"	"286008401"	10	"included"	"dx"	NA	0.018825598551369	NA
"764"	"286008701"	8	"included"	"dx"	NA	0.00069440885060069	NA
"765"	"286008702"	6	"included"	"dx"	NA	0.00791819872629768	NA
"766"	"286008801"	3	"included"	"dx"	NA	0.0021507148415248	NA
"767"	"287"	2	"included"	"dx"	NA	0.0220434128002833	NA
"768"	"288"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"769"	"288005501"	13	"included"	"gx"	0.000803005789108852	NA	NA
"770"	"29"	7	"included"	"dx"	NA	0.0189411820502452	NA
"771"	"291"	4	"excluded"	"not fit"	NA	NA	NA
"772"	"292"	3	"included"	"dx"	NA	0.0227420632116657	NA
"773"	"293"	10	"included"	"gd"	0.00207849491829079	0.017366805195084	NA
"774"	"294"	3	"excluded"	"not fit"	NA	NA	NA
"775"	"294007402"	12	"excluded"	"error data"	NA	NA	NA
"776"	"294007501"	7	"included"	"gd"	0.000818156238638936	0.028880716663842	NA
"777"	"294007701"	6	"included"	"dx"	NA	0.0282967518119786	NA
"778"	"294007702"	12	"included"	"gdphi"	0.00171936492486193	0.0109732465479178	0.992652570543315
"779"	"295"	7	"included"	"gx"	0.00102281725632571	NA	NA
"780"	"296"	6	"included"	"dx"	NA	0.0163212719845101	NA
"781"	"296008002"	8	"included"	"gd"	0.00296996754057661	0.0257143508446442	NA
"782"	"296008102"	7	"included"	"gd"	0.0014625939858155	0.0300578593223588	NA
"783"	"296008302"	12	"included"	"gd"	0.00193750177297416	0.0191830031365233	NA
"784"	"296008501"	9	"included"	"gd"	0.00097877468387566	0.0310068871819123	NA
"785"	"296008601"	10	"included"	"dx"	NA	0.00190649409312629	NA
"786"	"297"	7	"included"	"gd"	0.00203834712597912	0.0134380702574032	NA
"787"	"299"	10	"included"	"gd"	0.000628014450347041	0.0358221967005548	NA
"788"	"3"	2	"included"	"gx"	0.00883273240256595	NA	NA
"789"	"30"	9	"included"	"gd"	0.000411863782498438	0.026297514327237	NA
"790"	"300"	4	"included"	"dx"	NA	0.00914001917302083	NA
"791"	"301"	9	"included"	"dx"	NA	0.0252265541350291	NA
"792"	"304"	1	"excluded"	"not fit"	NA	NA	NA
"793"	"305"	9	"included"	"gd"	0.00522972479367372	0.0133015340949315	NA
"794"	"306"	1	"excluded"	"not fit"	NA	NA	NA
"795"	"306100002"	5	"included"	"gd"	0.0105421991702934	0.0210236928221988	NA
"796"	"306100202"	12	"included"	"gdphi"	0.000363967691969391	0.0307817840430954	0.999871248866775
"797"	"306100601"	17	"included"	"gd"	0.000135573914859745	0.0364100043639134	NA
"798"	"306100801"	5	"included"	"gdphi"	0.00628291298694427	0.0127684726386735	0.921584711099555
"799"	"306100901"	4	"included"	"gx"	0.00403105978181513	NA	NA
"800"	"307"	3	"excluded"	"not fit"	NA	NA	NA
"801"	"308"	10	"included"	"gd"	0.00132924556607673	0.0421621684171748	NA
"802"	"309"	9	"excluded"	"not fit"	NA	NA	NA
"803"	"31"	9	"included"	"dx"	NA	0.00815094961456657	NA
"804"	"310"	10	"included"	"gd"	0.00225256917291981	0.0193707440491311	NA
"805"	"311"	1	"excluded"	"not fit"	NA	NA	NA
"806"	"312"	7	"included"	"dx"	NA	0.0170682543658268	NA
"807"	"313"	9	"included"	"dx"	NA	0.00156319740128486	NA
"808"	"314"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"809"	"315"	9	"excluded"	"not fit"	NA	NA	NA
"810"	"316"	9	"included"	"gdphi"	0.00205688079081344	0.0117091432900955	0.993559701852434
"811"	"317"	9	"excluded"	"not fit"	NA	NA	NA
"812"	"318"	3	"included"	"gx"	0.0280807600675203	NA	NA
"813"	"319"	8	"included"	"gd"	0.00259441251038872	0.026369988161767	NA
"814"	"32"	5	"included"	"dx"	NA	0.0111289188663536	NA
"815"	"320"	9	"excluded"	"not fit"	NA	NA	NA
"816"	"321"	6	"included"	"gd"	0.00187152261458463	0.0172547484149079	NA
"817"	"323"	5	"included"	"gx"	0.00224580741822505	NA	NA
"818"	"324"	4	"included"	"gx"	0.0140692981176552	NA	NA
"819"	"325"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"820"	"326"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"821"	"326100401"	9	"included"	"gd"	0.00134453099378272	0.0227202426160857	NA
"822"	"326100601"	9	"included"	"gd"	0.00145302839689985	0.00971530442719169	NA
"823"	"327"	2	"included"	"gx"	0.00949965315401811	NA	NA
"824"	"328"	7	"included"	"dx"	NA	0.023723545322573	NA
"825"	"329"	6	"included"	"gd"	0.000351597422204769	0.0276049596309103	NA
"826"	"330"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"827"	"33002501"	4	"included"	"gd"	0.00319510813383434	0.0661994239854551	NA
"828"	"33002801"	15	"included"	"dx"	NA	0.044236783721129	NA
"829"	"33002901"	4	"included"	"gd"	0.0106755359751677	0.0209843456177711	NA
"830"	"331"	9	"included"	"dx"	NA	0.00935963283370764	NA
"831"	"332"	5	"included"	"gx"	0.0062806695674285	NA	NA
"832"	"332000401"	20	"included"	"gdphi"	0.000262634002908412	0.0148001864508826	0.999784655668485
"833"	"332000601"	14	"included"	"dx"	NA	0.0115899463299761	NA
"834"	"333"	2	"included"	"dx"	NA	0.00135246812507611	NA
"835"	"333002401"	17	"included"	"dx"	NA	0.0216207082723025	NA
"836"	"334"	9	"included"	"gd"	0.00594647938937675	0.0113639938705668	NA
"837"	"335"	7	"included"	"gd"	0.00191068178170637	0.0227464011426535	NA
"838"	"336"	4	"included"	"gx"	0.0103449226741167	NA	NA
"839"	"336000002"	3	"included"	"gd"	0.00707715066292347	0.00791770733428211	NA
"840"	"336000202"	6	"included"	"dx"	NA	0.00725677610405136	NA
"841"	"336000302"	7	"included"	"gd"	0.00131930079914391	0.0351886673743083	NA
"842"	"336000401"	10	"included"	"dx"	NA	0.00751288024449178	NA
"843"	"336000601"	2	"included"	"dx"	NA	0.0206889381715702	NA
"844"	"336000702"	11	"included"	"gdphi"	9.86943963095509e-05	0.0292546101770142	0.999995706012058
"845"	"336000801"	10	"included"	"gd"	0.00144172625402153	0.025139943555152	NA
"846"	"336100401"	20	"included"	"dx"	NA	0.0616795662833022	NA
"847"	"337"	2	"included"	"dx"	NA	0.0204598854731648	NA
"848"	"338"	1	"excluded"	"not fit"	NA	NA	NA
"849"	"339"	5	"included"	"dx"	NA	0.0295809182337194	NA
"850"	"34"	3	"included"	"gx"	0.0162698235329281	NA	NA
"851"	"340"	4	"included"	"dx"	NA	0.0237570675617137	NA
"852"	"34008701"	12	"excluded"	"not fit"	NA	NA	NA
"853"	"341"	5	"included"	"dx"	NA	0.00135504594165564	NA
"854"	"342"	2	"included"	"dx"	NA	0.00538986411465078	NA
"855"	"342000501"	4	"included"	"gd"	0.00243744283372249	0.0608195631454974	NA
"856"	"343"	4	"included"	"dx"	NA	0.00307973637287525	NA
"857"	"343002102"	7	"included"	"gx"	0.00285211519026625	NA	NA
"858"	"343002202"	4	"excluded"	"not fit"	NA	NA	NA
"859"	"343002501"	5	"excluded"	"not fit"	NA	NA	NA
"860"	"343002701"	5	"included"	"gd"	0.00509204431810448	0.0268576218864955	NA
"861"	"343002901"	31	"included"	"gd"	0.000123384081731994	0.00988426681596407	NA
"862"	"344"	5	"excluded"	"not fit"	NA	NA	NA
"863"	"345"	4	"included"	"gd"	0.00356835431546743	0.010809553970718	NA
"864"	"346"	4	"included"	"dx"	NA	0.00356264374218646	NA
"865"	"346000002"	11	"included"	"gd"	0.00139559055361036	0.0106540600442477	NA
"866"	"346000202"	8	"included"	"gdphi"	0.00182951226559285	0.0212270405331191	0.993339799254197
"867"	"346000402"	12	"included"	"gdphi"	6.76636822508536e-05	0.00803877845421275	0.999998199130363
"868"	"346000502"	13	"included"	"dx"	NA	0.0107822035236027	NA
"869"	"346000801"	11	"included"	"gdphi"	0.00112576923358006	0.0163529340665304	0.995860035174115
"870"	"346000901"	11	"included"	"gd"	0.00134337223845921	0.00412202405891334	NA
"871"	"346100501"	12	"included"	"gd"	0.00225856222778066	0.0664446865097891	NA
"872"	"346100601"	8	"included"	"gdphi"	0.00466988405065328	0.0476564629830133	0.973713140966699
"873"	"346100901"	10	"included"	"gx"	0.00120958357109746	NA	NA
"874"	"347"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"875"	"348"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"876"	"349"	5	"included"	"gx"	0.055098852488922	NA	NA
"877"	"35"	4	"excluded"	"not fit"	NA	NA	NA
"878"	"350"	4	"included"	"gd"	0.00808066656585873	0.00822554679417365	NA
"879"	"351"	9	"included"	"gd"	0.000322041094827974	0.0420306176028086	NA
"880"	"352"	2	"included"	"dx"	NA	0.0107877520564356	NA
"881"	"352000102"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"882"	"352000202"	10	"included"	"gd"	0.000258492648412636	0.0219001095944757	NA
"883"	"352000302"	10	"included"	"dx"	NA	0.00468087380516975	NA
"884"	"352000401"	8	"included"	"gdphi"	0.000749578633754682	0.00896080409275	0.999838735535724
"885"	"352000501"	7	"excluded"	"not fit"	NA	NA	NA
"886"	"352000502"	27	"included"	"gdphi"	0.000322018846081066	0.0220212246152542	0.997971116222723
"887"	"352000602"	15	"included"	"dx"	NA	0.00449016352550523	NA
"888"	"353"	7	"included"	"gd"	0.00158459757769607	0.0388361884126898	NA
"889"	"355"	1	"excluded"	"not fit"	NA	NA	NA
"890"	"356"	2	"included"	"dx"	NA	0.0244097648100483	NA
"891"	"356000002"	8	"included"	"gdphi"	0.00147726335498204	0.0971361261681738	0.998518341924639
"892"	"356000401"	2	"included"	"dx"	NA	0.0134192066589413	NA
"893"	"356000501"	3	"included"	"dx"	NA	0.00315669053437059	NA
"894"	"356000701"	9	"excluded"	"not fit"	NA	NA	NA
"895"	"356000801"	5	"included"	"dx"	NA	0.00422979879062318	NA
"896"	"357"	7	"included"	"gd"	0.00239733655304582	0.00787482094725981	NA
"897"	"359"	3	"included"	"dx"	NA	0.0244474703626736	NA
"898"	"36"	7	"included"	"dx"	NA	0.060580013646066	NA
"899"	"360"	1	"excluded"	"not fit"	NA	NA	NA
"900"	"364"	8	"included"	"dx"	NA	0.00907979673987815	NA
"901"	"365"	4	"included"	"gx"	0.0154350215448362	NA	NA
"902"	"366"	3	"included"	"gd"	0.00673819878114357	0.0294134758582695	NA
"903"	"366000002"	11	"included"	"gd"	0.000105240661130456	0.0412403482986413	NA
"904"	"366000501"	17	"included"	"gd"	0.00028409774136861	0.0115597935781705	NA
"905"	"366000801"	41	"included"	"gd"	0.000206501158605523	0.00510034511324338	NA
"906"	"367"	3	"included"	"dx"	NA	0.0100895412613048	NA
"907"	"368"	2	"excluded"	"not fit"	NA	NA	NA
"908"	"369"	2	"included"	"dx"	NA	0.0200784871477249	NA
"909"	"37"	6	"included"	"dx"	NA	0.0143201292025642	NA
"910"	"370"	3	"included"	"dx"	NA	0.0296945293772164	NA
"911"	"371"	3	"included"	"dx"	NA	0.00617743053064305	NA
"912"	"372"	3	"included"	"dx"	NA	0.0104160886595554	NA
"913"	"372000601"	14	"included"	"gdphi"	0.0030958630505421	0.0140155267339594	0.883227466752907
"914"	"373"	3	"included"	"dx"	NA	0.019594535877173	NA
"915"	"374"	2	"included"	"dx"	NA	0.000319714795660928	NA
"916"	"375"	3	"included"	"gd"	0.00795926685325808	0.00926007684831854	NA
"917"	"376"	3	"included"	"dx"	NA	0.0750919360396793	NA
"918"	"376000002"	9	"included"	"gd"	0.00203349208047997	0.0226088315609128	NA
"919"	"376000302"	11	"included"	"dx"	NA	0.0262436491694548	NA
"920"	"376000401"	13	"included"	"gd"	0.000437557331101876	0.0289248412240203	NA
"921"	"376000901"	8	"included"	"gd"	0.00316143253383754	0.00970729188972019	NA
"922"	"377"	6	"included"	"gd"	0.0100748764068859	0.00733979117563723	NA
"923"	"38002102"	12	"included"	"dx"	NA	0.010056719216182	NA
"924"	"38002401"	7	"included"	"gdphi"	0.00374550100511329	0.0207664645785189	0.966159893065098
"925"	"38002402"	11	"included"	"gx"	0.00254114296218208	NA	NA
"926"	"38002501"	12	"included"	"gd"	0.000711434377435688	0.0302182912021069	NA
"927"	"38002601"	11	"included"	"dx"	NA	0.0655791991513241	NA
"928"	"38002701"	15	"included"	"gd"	0.000237853991800476	0.0300227719140601	NA
"929"	"38002801"	4	"included"	"dx"	NA	0.0176443660413806	NA
"930"	"38002901"	4	"included"	"gd"	0.00870001337626706	0.0197142916390499	NA
"931"	"383"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"932"	"386000302"	7	"included"	"dx"	NA	0.00977578529924853	NA
"933"	"386000402"	2	"included"	"gx"	0.025762270198484	NA	NA
"934"	"386000501"	7	"included"	"gdphi"	0.00184385890335417	0.0157735229964599	0.998261563615997
"935"	"386000502"	5	"included"	"gd"	0.00439646095838125	0.0157074571429167	NA
"936"	"387"	4	"included"	"dx"	NA	0.0331536873877802	NA
"937"	"388"	3	"included"	"dx"	NA	0.0705772909970643	NA
"938"	"389"	5	"included"	"gx"	0.0123624862793147	NA	NA
"939"	"39"	4	"included"	"dx"	NA	0.0366399671274112	NA
"940"	"390"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"941"	"391"	2	"included"	"dx"	NA	0.0428322558568737	NA
"942"	"392"	3	"excluded"	"not fit"	NA	NA	NA
"943"	"393"	1	"excluded"	"not fit"	NA	NA	NA
"944"	"394"	3	"included"	"dx"	NA	0.0138562270070808	NA
"945"	"395"	1	"excluded"	"not fit"	NA	NA	NA
"946"	"396"	1	"excluded"	"not fit"	NA	NA	NA
"947"	"396000401"	9	"excluded"	"not fit"	NA	NA	NA
"948"	"396000601"	16	"included"	"dx"	NA	0.00430921459423626	NA
"949"	"396000801"	13	"included"	"gdphi"	0.00128160352992983	0.0182139899298662	0.989852018366124
"950"	"398"	1	"excluded"	"not fit"	NA	NA	NA
"951"	"4"	8	"included"	"gd"	0.000299666879291708	0.0342025966403826	NA
"952"	"400"	2	"excluded"	"not fit"	NA	NA	NA
"953"	"401"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"954"	"402"	7	"included"	"dx"	NA	0.00476153396270256	NA
"955"	"403"	4	"included"	"gd"	0.00948536107149285	0.0463458232883515	NA
"956"	"403106003"	8	"included"	"gd"	0.000656598816514267	0.0330527932059367	NA
"957"	"403106103"	8	"included"	"gdphi"	0.000580388491754826	0.00674747898424798	0.999886311024588
"958"	"403106203"	15	"included"	"gdphi"	9.32436230647881e-06	0.00122667930101798	0.999999978330949
"959"	"403106401"	9	"included"	"gd"	0.00490796544515984	0.0138142642795508	NA
"960"	"403106402"	9	"included"	"gdphi"	0.00137314635079847	0.0131018704174771	0.997955081691748
"961"	"403106502"	8	"included"	"gdphi"	0.00238373898453083	0.111234776543434	0.675476697064765
"962"	"403106602"	4	"excluded"	"not fit"	NA	NA	NA
"963"	"403106801"	16	"included"	"gd"	0.0004738709456472	0.0217466403140515	NA
"964"	"403106901"	12	"included"	"gd"	0.00288429725685862	0.00531176196532895	NA
"965"	"403106902"	9	"included"	"gd"	0.00116758121740922	0.0283555329648963	NA
"966"	"404"	3	"included"	"gx"	0.00593438461549975	NA	NA
"967"	"406"	6	"included"	"gd"	0.00326966702273212	0.0251749676846617	NA
"968"	"407"	6	"included"	"gd"	0.00195235733080872	0.0519984755501466	NA
"969"	"41"	8	"included"	"gd"	0.000807052474697779	0.0227810494174717	NA
"970"	"410208112"	6	"included"	"dx"	NA	0.0822041795573722	NA
"971"	"410208411"	9	"included"	"gd"	0.000470750733838807	0.0430772811147068	NA
"972"	"410208611"	10	"included"	"gd"	0.000765200716996772	0.013367837297006	NA
"973"	"42"	10	"included"	"gd"	0.00399955509525421	0.011578998957619	NA
"974"	"420208401"	16	"included"	"gd"	0.000470371899751704	0.00931054348786789	NA
"975"	"420208411"	12	"included"	"gd"	0.00107742790175327	0.0121236787686671	NA
"976"	"420208611"	2	"included"	"gx"	0.0150124089039696	NA	NA
"977"	"43"	4	"excluded"	"not fit"	NA	NA	NA
"978"	"430008401"	30	"included"	"gdphi"	0.000373152957621447	0.0177533044943972	0.998307906385501
"979"	"430008701"	12	"included"	"gd"	0.00332562014957196	0.00796155116029419	NA
"980"	"43002401"	4	"included"	"dx"	NA	0.00642023132231625	NA
"981"	"430208102"	10	"included"	"gd"	0.000277076349483248	0.0253329489329823	NA
"982"	"430208401"	9	"included"	"gd"	0.000724105449338627	0.018083850733188	NA
"983"	"430208411"	15	"included"	"dx"	NA	0.110589420575855	NA
"984"	"430208511"	6	"included"	"gd"	0.000983963772343924	0.0456402658839919	NA
"985"	"430208701"	9	"included"	"gd"	0.000417778412346414	0.0229438263558284	NA
"986"	"430208801"	7	"excluded"	"not fit"	NA	NA	NA
"987"	"430608411"	15	"included"	"dx"	NA	0.00400403763922435	NA
"988"	"433006601"	3	"included"	"gd"	0.0107216112341596	0.0114942273755168	NA
"989"	"438003601"	12	"excluded"	"not fit"	NA	NA	NA
"990"	"438003701"	4	"included"	"gd"	0.00166129349251913	0.0261018064768523	NA
"991"	"438003901"	12	"included"	"gx"	0.00628800235395188	NA	NA
"992"	"44"	10	"included"	"dx"	NA	0.00554831122305513	NA
"993"	"440208511"	11	"included"	"gd"	0.00148226000565708	0.0123892762436449	NA
"994"	"440908401"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"995"	"443006501"	3	"excluded"	"not fit"	NA	NA	NA
"996"	"448003501"	3	"included"	"gx"	0.0129402321846968	NA	NA
"997"	"45"	10	"included"	"dx"	NA	0.0121080352854423	NA
"998"	"46"	6	"included"	"gd"	0.00131777647401167	0.0180893728667922	NA
"999"	"460808501"	8	"included"	"gd"	0.00174257739694273	0.0231589159768604	NA
"1000"	"460808701"	12	"included"	"gdphi"	0.00122095665005572	0.0214936005845432	0.986989583015206
"1001"	"460808801"	5	"included"	"gd"	0.00538547656302253	0.0200967625001864	NA
"1002"	"463006102"	4	"included"	"gx"	0.0144578941603324	NA	NA
"1003"	"463006202"	16	"included"	"gd"	0.00120610794091771	0.0152552449357273	NA
"1004"	"463006302"	5	"excluded"	"not fit"	NA	NA	NA
"1005"	"463006401"	15	"included"	"dx"	NA	0.0233019179930416	NA
"1006"	"463006501"	2	"included"	"dx"	NA	0.0256509525611241	NA
"1007"	"463006801"	21	"included"	"gd"	0.000255324022941746	0.0138166755871827	NA
"1008"	"463006901"	6	"excluded"	"not fit"	NA	NA	NA
"1009"	"468003401"	2	"included"	"dx"	NA	0.0163652542956717	NA
"1010"	"468003701"	3	"excluded"	"not fit"	NA	NA	NA
"1011"	"47"	2	"excluded"	"2 evals not 20% diff"	NA	NA	NA
"1012"	"470008002"	10	"included"	"gd"	0.000121645139324372	0.0412414009658735	NA
"1013"	"470008401"	13	"included"	"gd"	0.00122483819919272	0.00700806761018395	NA
"1014"	"470008411"	23	"included"	"gd"	0.00028776311169451	0.00645379007117348	NA
"1015"	"470008611"	46	"included"	"gdphi"	0.000211499123694452	0.00463812302571914	0.998587386459235
"1016"	"470008801"	12	"included"	"gd"	0.000808825270213704	0.0196460640231714	NA
"1017"	"470008811"	6	"excluded"	"not fit"	NA	NA	NA
"1018"	"470008901"	10	"included"	"dx"	NA	0.00627160163553092	NA
"1019"	"470208411"	3	"included"	"gd"	0.00838476450163177	0.0210012718370023	NA
"1020"	"470208501"	19	"included"	"gd"	0.00055403133531839	0.0289298223693701	NA
"1021"	"470208511"	12	"included"	"gd"	0.000521261203280872	0.0142602136071929	NA
"1022"	"470208601"	50	"included"	"gd"	7.82072623316019e-05	0.00672463167402998	NA
"1023"	"470208701"	12	"included"	"gd"	0.000490702220253247	0.0352421272132847	NA
"1024"	"470408511"	21	"included"	"gd"	7.78556429666942e-05	0.00979978000024778	NA
"1025"	"470408711"	8	"included"	"dx"	NA	0.0510975116791664	NA
"1026"	"470408811"	22	"included"	"dx"	NA	0.0105533157473343	NA
"1027"	"473006102"	6	"included"	"gd"	0.00366979985772146	0.0358654024268418	NA
"1028"	"473006302"	13	"included"	"dx"	NA	0.0133693912081658	NA
"1029"	"473006401"	8	"included"	"gdphi"	0.000648939687607303	0.0192385071690524	0.999873017900534
"1030"	"473006502"	14	"included"	"dx"	NA	0.0194743033906486	NA
"1031"	"473006601"	11	"included"	"dx"	NA	0.0242484470796177	NA
"1032"	"473006602"	12	"included"	"gd"	0.000260023008493045	0.0143812331086198	NA
"1033"	"473006702"	6	"included"	"gx"	0.00918450772030681	NA	NA
"1034"	"473006802"	10	"included"	"gdphi"	0.00193462384546173	0.0114545651344257	0.992861393080501
"1035"	"473006901"	5	"included"	"gx"	0.00742682573682455	NA	NA
"1036"	"48"	8	"included"	"gd"	0.00104184528138591	0.0157057602535503	NA
"1037"	"480108501"	7	"included"	"dx"	NA	0.0757667984747506	NA
"1038"	"480208002"	6	"included"	"dx"	NA	0.0282959121760908	NA
"1039"	"480208102"	22	"included"	"gd"	2.60502280608546e-05	0.0181726531921312	NA
"1040"	"480208202"	4	"included"	"dx"	NA	0.010410495722323	NA
"1041"	"480208302"	4	"included"	"gx"	0.0138301516113306	NA	NA
"1042"	"480208801"	15	"included"	"gd"	0.00028687681109499	0.0229815817258787	NA
"1043"	"480508501"	13	"included"	"dx"	NA	0.0135445997460724	NA
"1044"	"480508601"	4	"included"	"dx"	NA	0.0206390259192153	NA
"1045"	"483006102"	4	"included"	"dx"	NA	0.0548632381666371	NA
"1046"	"483006103"	10	"included"	"dx"	NA	0.00350597854503553	NA
"1047"	"483006401"	11	"included"	"gdphi"	0.00199033523749953	0.0169326671515579	0.956292273928782
"1048"	"483006402"	20	"included"	"gdphi"	4.81157593756028e-06	0.000540138052481993	0.99999998720611
"1049"	"483006403"	4	"included"	"gx"	0.00514712489681404	NA	NA
"1050"	"483006503"	4	"excluded"	"not fit"	NA	NA	NA
"1051"	"483006601"	27	"included"	"gdphi"	8.6081471404594e-07	0.0176338021303434	0.999999999482103
"1052"	"483006603"	3	"included"	"dx"	NA	0.0702438031019323	NA
"1053"	"483006702"	4	"included"	"gx"	0.0144434162237924	NA	NA
"1054"	"483006801"	10	"included"	"gdphi"	0.00317998460497884	0.00997382890624039	0.964709651946287
"1055"	"49"	4	"included"	"dx"	NA	0.0128463515327587	NA
"1056"	"490308801"	5	"included"	"gd"	0.00352230046866745	0.0329818894920066	NA
"1057"	"493006102"	7	"included"	"gx"	0.00638126768006846	NA	NA
"1058"	"493006302"	16	"included"	"gd"	0.000876911450725041	0.00894281084430344	NA
"1059"	"493006501"	17	"included"	"gd"	0.000298454736824011	0.0128809732089373	NA
"1060"	"493006701"	22	"included"	"dx"	NA	0.00330409733796249	NA
"1061"	"5"	8	"included"	"gd"	0.00404116694955326	0.0158703560256718	NA
"1062"	"50"	8	"included"	"dx"	NA	0.0509803503981003	NA
"1063"	"500102701"	7	"included"	"gd"	0.00274475392031913	0.0118722728912348	NA
"1064"	"506100401"	4	"included"	"gd"	0.00569985951699076	0.0225274134662163	NA
"1065"	"51"	10	"included"	"gd"	0.00616725210087386	0.0164639430802996	NA
"1066"	"510102102"	9	"included"	"gd"	0.00319253831807476	0.0210168649129662	NA
"1067"	"510102202"	4	"excluded"	"not fit"	NA	NA	NA
"1068"	"510102401"	11	"included"	"gd"	0.00103131103993099	0.0288265463122061	NA
"1069"	"516100401"	10	"included"	"dx"	NA	0.00882607315247886	NA
"1070"	"52"	3	"included"	"gd"	0.012216357225002	0.0419133462398039	NA
"1071"	"520102401"	16	"included"	"gd"	0.000450912662880805	0.0265904404025364	NA
"1072"	"520102501"	3	"excluded"	"not fit"	NA	NA	NA
"1073"	"520102601"	7	"included"	"dx"	NA	0.00202325499226894	NA
"1074"	"520102701"	3	"included"	"dx"	NA	0.007549929754272	NA
"1075"	"520102801"	4	"excluded"	"not fit"	NA	NA	NA
"1076"	"53"	10	"included"	"gd"	0.000666531930630483	0.0164394446067492	NA
"1077"	"530002002"	8	"included"	"gd"	0.00582223674388292	0.0283805165523218	NA
"1078"	"530002102"	8	"included"	"dx"	NA	0.00508233038734508	NA
"1079"	"530002103"	41	"included"	"gdphi"	0.000288043787524827	0.0183132720954502	0.992603688983926
"1080"	"530002203"	20	"included"	"dx"	NA	0.00565798918788487	NA
"1081"	"530002204"	2	"included"	"dx"	NA	0.0225222047408178	NA
"1082"	"530002304"	2	"included"	"gx"	0.0195745918517088	NA	NA
"1083"	"530002404"	11	"included"	"gd"	0.000727583641452293	0.0249902126119447	NA
"1084"	"530002501"	6	"included"	"dx"	NA	0.0818855954829937	NA
"1085"	"530002502"	14	"included"	"gd"	0.000690272897933115	0.0204631866786089	NA
"1086"	"530002503"	2	"included"	"gx"	0.0159015807385793	NA	NA
"1087"	"530002601"	7	"included"	"dx"	NA	0.0113536987757423	NA
"1088"	"530002602"	9	"excluded"	"not fit"	NA	NA	NA
"1089"	"530002701"	4	"included"	"gx"	0.0062519968418897	NA	NA
"1090"	"530002703"	4	"included"	"gx"	0.00710553034603308	NA	NA
"1091"	"530002803"	7	"included"	"gx"	0.00486018197158307	NA	NA
"1092"	"530002901"	6	"included"	"dx"	NA	0.0384073186030962	NA
"1093"	"53002002"	6	"included"	"gd"	0.00180363537758753	0.0312262386280571	NA
"1094"	"53002401"	6	"excluded"	"not fit"	NA	NA	NA
